user_id,destination_city,state,travel_date,budget,interests,languages,group_size,travel_style,is_demo_data
demo_user_0060,Jaipur,Rajasthan,2026-09-11,8000,Food | Spiritual,English | Hindi,4,Adventure,True
demo_user_0061,North Goa,Goa,2026-10-12,5000,Food | Spiritual,English,3,Balanced,True
demo_user_0062,Srinagar,Jammu and Kashmir,2026-11-13,25000,Photography | Spiritual,English,1,Balanced,True
demo_user_0063,Warangal,Telangana,2026-12-14,15000,Food | Adventure,English,3,Adventure,True
demo_user_0064,Mangaluru,Karnataka,2026-09-15,3000,Culture | Photography,English | Hindi,3,Balanced,True
demo_user_0065,Thiruvananthapuram,Kerala,2026-10-16,10000,Shopping | Culture,English,4,Budget,True
demo_user_0066,Jodhpur,Rajasthan,2026-11-17,15000,Nature | Culture,English,3,Budget,True
demo_user_0067,Guwahati,Assam,2026-12-18,10000,Adventure | Shopping,English,2,Comfort,True
demo_user_0068,Bhubaneswar,Odisha,2026-09-19,15000,Culture | Heritage,English | Hindi,1,Comfort,True
demo_user_0069,Vijayawada,Andhra Pradesh,2026-10-20,5000,Shopping | Heritage,English,3,Comfort,True
demo_user_0070,Coimbatore,Tamil Nadu,2026-11-21,3000,Food | Shopping,English,1,Adventure,True
demo_user_0071,Mumbai,Maharashtra,2026-12-22,5000,Spiritual | Heritage,English,3,Adventure,True
demo_user_0072,Agra,Uttar Pradesh,2026-09-23,10000,Nature | Photography,English | Hindi,3,Adventure,True
demo_user_0073,Shimla,Himachal Pradesh,2026-10-24,3000,Shopping | Nature,English,1,Comfort,True
demo_user_0074,Amritsar,Punjab,2026-11-25,5000,Adventure | Food,English,2,Comfort,True
demo_user_0075,Bengaluru,Karnataka,2026-12-01,3000,Culture | Spiritual,English,4,Adventure,True
demo_user_0076,Ooty,Tamil Nadu,2026-09-02,5000,Heritage | Spiritual,English | Hindi,1,Budget,True
demo_user_0077,Nashik,Maharashtra,2026-10-03,25000,Spiritual | Shopping,English,3,Comfort,True
demo_user_0078,Panaji,Goa,2026-11-04,5000,Photography | Nature,English,4,Comfort,True
demo_user_0079,Dehradun,Uttarakhand,2026-12-05,10000,Adventure | Shopping,English,2,Adventure,True
demo_user_0080,Hyderabad,Telangana,2026-09-06,15000,Food | Shopping,English | Hindi,4,Comfort,True
demo_user_0081,Hampi,Karnataka,2026-10-07,25000,Heritage | Spiritual,English,2,Comfort,True
demo_user_0082,Munnar,Kerala,2026-11-08,8000,Spiritual | Culture,English,4,Adventure,True
demo_user_0083,Udaipur,Rajasthan,2026-12-09,10000,Culture | Food,English,2,Budget,True
demo_user_0084,Kolkata,West Bengal,2026-09-10,8000,Culture | Shopping,English | Hindi,3,Budget,True
demo_user_0085,Leh,Ladakh,2026-10-11,25000,Shopping | Spiritual,English,1,Budget,True
demo_user_0086,Visakhapatnam,Andhra Pradesh,2026-11-12,8000,Nature | Spiritual,English,3,Adventure,True
demo_user_0087,Chennai,Tamil Nadu,2026-12-13,10000,Culture | Nature,English,1,Comfort,True
demo_user_0088,Alappuzha,Kerala,2026-09-14,10000,Adventure | Photography,English | Hindi,4,Comfort,True
demo_user_0089,New Delhi,Delhi,2026-10-15,8000,Heritage | Shopping,English,3,Adventure,True
demo_user_0090,Manali,Himachal Pradesh,2026-11-16,25000,Photography | Adventure,English,1,Budget,True
demo_user_0091,Puri,Odisha,2026-12-17,8000,Nature | Adventure,English,1,Adventure,True
demo_user_0092,Tirupati,Andhra Pradesh,2026-09-18,25000,Culture | Shopping,English | Hindi,4,Adventure,True
demo_user_0093,Madurai,Tamil Nadu,2026-10-19,10000,Adventure | Culture,English,2,Comfort,True
demo_user_0094,Pune,Maharashtra,2026-11-20,10000,Nature | Photography,English,1,Comfort,True
demo_user_0095,Varanasi,Uttar Pradesh,2026-12-21,10000,Photography | Shopping,English,1,Budget,True
demo_user_0096,Rishikesh,Uttarakhand,2026-09-22,8000,Spiritual | Culture,English | Hindi,4,Budget,True
demo_user_0097,Ahmedabad,Gujarat,2026-10-23,5000,Food | Culture,English,1,Balanced,True
demo_user_0098,Mysuru,Karnataka,2026-11-24,3000,Adventure | Shopping,English,1,Budget,True
demo_user_0099,Kochi,Kerala,2026-12-25,8000,Adventure | Photography,English,2,Balanced,True
demo_user_0100,Jaipur,Rajasthan,2026-09-01,8000,Spiritual | Food,English | Hindi,2,Comfort,True
demo_user_0101,North Goa,Goa,2026-10-02,3000,Spiritual | Nature,English,1,Budget,True
demo_user_0102,Srinagar,Jammu and Kashmir,2026-11-03,3000,Nature | Heritage,English,1,Comfort,True
demo_user_0103,Warangal,Telangana,2026-12-04,15000,Spiritual | Nature,English,1,Balanced,True
demo_user_0104,Mangaluru,Karnataka,2026-09-05,3000,Culture | Spiritual,English | Hindi,2,Adventure,True
demo_user_0105,Thiruvananthapuram,Kerala,2026-10-06,15000,Shopping | Heritage,English,3,Adventure,True
demo_user_0106,Jodhpur,Rajasthan,2026-11-07,8000,Photography | Shopping,English,2,Budget,True
demo_user_0107,Guwahati,Assam,2026-12-08,25000,Culture | Food,English,2,Budget,True
demo_user_0108,Bhubaneswar,Odisha,2026-09-09,15000,Adventure | Spiritual,English | Hindi,2,Comfort,True
demo_user_0109,Vijayawada,Andhra Pradesh,2026-10-10,10000,Heritage | Food,English,2,Budget,True
demo_user_0110,Coimbatore,Tamil Nadu,2026-11-11,3000,Adventure | Culture,English,3,Comfort,True
demo_user_0111,Mumbai,Maharashtra,2026-12-12,15000,Shopping | Culture,English,4,Balanced,True
demo_user_0112,Agra,Uttar Pradesh,2026-09-13,3000,Adventure | Heritage,English | Hindi,1,Budget,True
demo_user_0113,Shimla,Himachal Pradesh,2026-10-14,10000,Nature | Shopping,English,1,Adventure,True
demo_user_0114,Amritsar,Punjab,2026-11-15,15000,Nature | Heritage,English,1,Adventure,True
demo_user_0115,Bengaluru,Karnataka,2026-12-16,10000,Adventure | Food,English,1,Balanced,True
demo_user_0116,Ooty,Tamil Nadu,2026-09-17,5000,Food | Spiritual,English | Hindi,1,Adventure,True
demo_user_0117,Nashik,Maharashtra,2026-10-18,10000,Adventure | Shopping,English,3,Comfort,True
demo_user_0118,Panaji,Goa,2026-11-19,15000,Culture | Food,English,2,Budget,True
demo_user_0119,Dehradun,Uttarakhand,2026-12-20,3000,Shopping | Heritage,English,1,Adventure,True
demo_user_0120,Hyderabad,Telangana,2026-09-21,5000,Culture | Nature,English | Hindi,2,Comfort,True
demo_user_0121,Hampi,Karnataka,2026-10-22,8000,Shopping | Nature,English,2,Budget,True
demo_user_0122,Munnar,Kerala,2026-11-23,8000,Heritage | Food,English,1,Balanced,True
demo_user_0123,Udaipur,Rajasthan,2026-12-24,25000,Food | Shopping,English,2,Comfort,True
demo_user_0124,Kolkata,West Bengal,2026-09-25,25000,Spiritual | Food,English | Hindi,4,Budget,True
demo_user_0125,Leh,Ladakh,2026-10-01,8000,Heritage | Food,English,1,Balanced,True
demo_user_0126,Visakhapatnam,Andhra Pradesh,2026-11-02,25000,Heritage | Photography,English,4,Balanced,True
demo_user_0127,Chennai,Tamil Nadu,2026-12-03,10000,Adventure | Nature,English,4,Adventure,True
demo_user_0128,Alappuzha,Kerala,2026-09-04,3000,Adventure | Shopping,English | Hindi,2,Balanced,True
demo_user_0129,New Delhi,Delhi,2026-10-05,25000,Food | Shopping,English,3,Balanced,True
demo_user_0130,Manali,Himachal Pradesh,2026-11-06,10000,Spiritual | Heritage,English,1,Adventure,True
demo_user_0131,Puri,Odisha,2026-12-07,10000,Photography | Heritage,English,3,Adventure,True
demo_user_0132,Tirupati,Andhra Pradesh,2026-09-08,15000,Food | Spiritual,English | Hindi,3,Balanced,True
demo_user_0133,Madurai,Tamil Nadu,2026-10-09,5000,Shopping | Photography,English,3,Adventure,True
demo_user_0134,Pune,Maharashtra,2026-11-10,5000,Spiritual | Food,English,2,Balanced,True
demo_user_0135,Varanasi,Uttar Pradesh,2026-12-11,15000,Nature | Heritage,English,4,Comfort,True
demo_user_0136,Rishikesh,Uttarakhand,2026-09-12,8000,Culture | Food,English | Hindi,3,Balanced,True
demo_user_0137,Ahmedabad,Gujarat,2026-10-13,8000,Spiritual | Adventure,English,2,Comfort,True
demo_user_0138,Mysuru,Karnataka,2026-11-14,10000,Heritage | Photography,English,3,Adventure,True
demo_user_0139,Kochi,Kerala,2026-12-15,10000,Photography | Culture,English,1,Comfort,True
demo_user_0140,Jaipur,Rajasthan,2026-09-16,25000,Photography | Adventure,English | Hindi,4,Balanced,True
demo_user_0141,North Goa,Goa,2026-10-17,5000,Shopping | Adventure,English,2,Adventure,True
demo_user_0142,Srinagar,Jammu and Kashmir,2026-11-18,8000,Nature | Shopping,English,1,Balanced,True
demo_user_0143,Warangal,Telangana,2026-12-19,8000,Adventure | Shopping,English,3,Comfort,True
demo_user_0144,Mangaluru,Karnataka,2026-09-20,8000,Culture | Spiritual,English | Hindi,1,Comfort,True
demo_user_0145,Thiruvananthapuram,Kerala,2026-10-21,10000,Nature | Adventure,English,2,Balanced,True
demo_user_0146,Jodhpur,Rajasthan,2026-11-22,5000,Nature | Photography,English,3,Balanced,True
demo_user_0147,Guwahati,Assam,2026-12-23,8000,Culture | Nature,English,4,Budget,True
demo_user_0148,Bhubaneswar,Odisha,2026-09-24,5000,Photography | Food,English | Hindi,3,Comfort,True
demo_user_0149,Vijayawada,Andhra Pradesh,2026-10-25,5000,Spiritual | Heritage,English,4,Budget,True
demo_user_0150,Coimbatore,Tamil Nadu,2026-11-01,3000,Adventure | Spiritual,English,4,Budget,True
demo_user_0151,Mumbai,Maharashtra,2026-12-02,25000,Food | Photography,English,4,Balanced,True
demo_user_0152,Agra,Uttar Pradesh,2026-09-03,15000,Culture | Heritage,English | Hindi,2,Comfort,True
demo_user_0153,Shimla,Himachal Pradesh,2026-10-04,25000,Adventure | Shopping,English,4,Comfort,True
demo_user_0154,Amritsar,Punjab,2026-11-05,10000,Photography | Shopping,English,3,Comfort,True
demo_user_0155,Bengaluru,Karnataka,2026-12-06,15000,Food | Culture,English,1,Balanced,True
demo_user_0156,Ooty,Tamil Nadu,2026-09-07,15000,Photography | Shopping,English | Hindi,2,Comfort,True
demo_user_0157,Nashik,Maharashtra,2026-10-08,10000,Photography | Heritage,English,3,Adventure,True
demo_user_0158,Panaji,Goa,2026-11-09,25000,Culture | Photography,English,1,Adventure,True
demo_user_0159,Dehradun,Uttarakhand,2026-12-10,25000,Culture | Adventure,English,4,Comfort,True
demo_user_0160,Hyderabad,Telangana,2026-09-11,15000,Nature | Spiritual,English | Hindi,4,Balanced,True
demo_user_0161,Hampi,Karnataka,2026-10-12,15000,Food | Nature,English,4,Adventure,True
demo_user_0162,Munnar,Kerala,2026-11-13,5000,Adventure | Spiritual,English,1,Comfort,True
demo_user_0163,Udaipur,Rajasthan,2026-12-14,25000,Adventure | Food,English,1,Balanced,True
demo_user_0164,Kolkata,West Bengal,2026-09-15,10000,Adventure | Nature,English | Hindi,3,Comfort,True
demo_user_0165,Leh,Ladakh,2026-10-16,10000,Spiritual | Culture,English,2,Comfort,True
demo_user_0166,Visakhapatnam,Andhra Pradesh,2026-11-17,8000,Spiritual | Culture,English,3,Adventure,True
demo_user_0167,Chennai,Tamil Nadu,2026-12-18,5000,Photography | Shopping,English,2,Budget,True
demo_user_0168,Alappuzha,Kerala,2026-09-19,3000,Culture | Nature,English | Hindi,1,Adventure,True
demo_user_0169,New Delhi,Delhi,2026-10-20,5000,Heritage | Adventure,English,3,Budget,True
demo_user_0170,Manali,Himachal Pradesh,2026-11-21,3000,Culture | Nature,English,2,Budget,True
demo_user_0171,Puri,Odisha,2026-12-22,25000,Heritage | Food,English,2,Comfort,True
demo_user_0172,Tirupati,Andhra Pradesh,2026-09-23,25000,Shopping | Culture,English | Hindi,3,Budget,True
demo_user_0173,Madurai,Tamil Nadu,2026-10-24,25000,Heritage | Photography,English,1,Balanced,True
demo_user_0174,Pune,Maharashtra,2026-11-25,8000,Shopping | Food,English,2,Budget,True
demo_user_0175,Varanasi,Uttar Pradesh,2026-12-01,15000,Photography | Adventure,English,1,Balanced,True
demo_user_0176,Rishikesh,Uttarakhand,2026-09-02,10000,Nature | Food,English | Hindi,2,Comfort,True
demo_user_0177,Ahmedabad,Gujarat,2026-10-03,15000,Photography | Heritage,English,1,Adventure,True
demo_user_0178,Mysuru,Karnataka,2026-11-04,3000,Heritage | Nature,English,3,Comfort,True
demo_user_0179,Kochi,Kerala,2026-12-05,3000,Culture | Shopping,English,2,Balanced,True
demo_user_0180,Jaipur,Rajasthan,2026-09-06,5000,Food | Culture,English | Hindi,2,Comfort,True
demo_user_0181,North Goa,Goa,2026-10-07,15000,Culture | Spiritual,English,3,Adventure,True
demo_user_0182,Srinagar,Jammu and Kashmir,2026-11-08,25000,Spiritual | Adventure,English,2,Balanced,True
demo_user_0183,Warangal,Telangana,2026-12-09,5000,Adventure | Spiritual,English,1,Balanced,True
demo_user_0184,Mangaluru,Karnataka,2026-09-10,5000,Culture | Shopping,English | Hindi,3,Adventure,True
demo_user_0185,Thiruvananthapuram,Kerala,2026-10-11,25000,Culture | Heritage,English,2,Comfort,True
demo_user_0186,Jodhpur,Rajasthan,2026-11-12,5000,Photography | Heritage,English,1,Budget,True
demo_user_0187,Guwahati,Assam,2026-12-13,3000,Nature | Shopping,English,1,Budget,True
demo_user_0188,Bhubaneswar,Odisha,2026-09-14,8000,Photography | Adventure,English | Hindi,2,Budget,True
demo_user_0189,Vijayawada,Andhra Pradesh,2026-10-15,3000,Food | Heritage,English,2,Adventure,True
demo_user_0190,Coimbatore,Tamil Nadu,2026-11-16,10000,Nature | Spiritual,English,1,Budget,True
demo_user_0191,Mumbai,Maharashtra,2026-12-17,8000,Culture | Photography,English,3,Balanced,True
demo_user_0192,Agra,Uttar Pradesh,2026-09-18,5000,Adventure | Food,English | Hindi,3,Adventure,True
demo_user_0193,Shimla,Himachal Pradesh,2026-10-19,15000,Culture | Nature,English,2,Budget,True
demo_user_0194,Amritsar,Punjab,2026-11-20,10000,Food | Adventure,English,4,Budget,True
demo_user_0195,Bengaluru,Karnataka,2026-12-21,15000,Culture | Heritage,English,1,Budget,True
demo_user_0196,Ooty,Tamil Nadu,2026-09-22,3000,Heritage | Adventure,English | Hindi,3,Adventure,True
demo_user_0197,Nashik,Maharashtra,2026-10-23,25000,Heritage | Spiritual,English,1,Balanced,True
demo_user_0198,Panaji,Goa,2026-11-24,25000,Culture | Food,English,4,Adventure,True
demo_user_0199,Dehradun,Uttarakhand,2026-12-25,25000,Nature | Shopping,English,3,Budget,True
demo_user_0200,Hyderabad,Telangana,2026-09-01,8000,Spiritual | Photography,English | Hindi,2,Comfort,True
demo_user_0201,Hampi,Karnataka,2026-10-02,3000,Nature | Adventure,English,2,Adventure,True
demo_user_0202,Munnar,Kerala,2026-11-03,8000,Nature | Photography,English,3,Budget,True
demo_user_0203,Udaipur,Rajasthan,2026-12-04,25000,Culture | Photography,English,3,Balanced,True
demo_user_0204,Kolkata,West Bengal,2026-09-05,5000,Culture | Spiritual,English | Hindi,1,Adventure,True
demo_user_0205,Leh,Ladakh,2026-10-06,8000,Food | Nature,English,4,Balanced,True
demo_user_0206,Visakhapatnam,Andhra Pradesh,2026-11-07,3000,Food | Nature,English,2,Comfort,True
demo_user_0207,Chennai,Tamil Nadu,2026-12-08,10000,Shopping | Photography,English,2,Budget,True
demo_user_0208,Alappuzha,Kerala,2026-09-09,3000,Food | Photography,English | Hindi,4,Comfort,True
demo_user_0209,New Delhi,Delhi,2026-10-10,15000,Food | Shopping,English,1,Balanced,True
demo_user_0210,Manali,Himachal Pradesh,2026-11-11,15000,Nature | Shopping,English,2,Budget,True
demo_user_0211,Puri,Odisha,2026-12-12,8000,Food | Nature,English,2,Budget,True
demo_user_0212,Tirupati,Andhra Pradesh,2026-09-13,5000,Heritage | Photography,English | Hindi,4,Budget,True
demo_user_0213,Madurai,Tamil Nadu,2026-10-14,8000,Heritage | Food,English,3,Budget,True
demo_user_0214,Pune,Maharashtra,2026-11-15,3000,Heritage | Adventure,English,1,Balanced,True
demo_user_0215,Varanasi,Uttar Pradesh,2026-12-16,8000,Food | Culture,English,3,Balanced,True
demo_user_0216,Rishikesh,Uttarakhand,2026-09-17,8000,Food | Spiritual,English | Hindi,2,Budget,True
demo_user_0217,Ahmedabad,Gujarat,2026-10-18,15000,Shopping | Heritage,English,3,Budget,True
demo_user_0218,Mysuru,Karnataka,2026-11-19,15000,Spiritual | Heritage,English,2,Comfort,True
demo_user_0219,Kochi,Kerala,2026-12-20,8000,Heritage | Food,English,4,Adventure,True
demo_user_0220,Jaipur,Rajasthan,2026-09-21,3000,Adventure | Spiritual,English | Hindi,1,Adventure,True
demo_user_0221,North Goa,Goa,2026-10-22,8000,Food | Heritage,English,1,Balanced,True
demo_user_0222,Srinagar,Jammu and Kashmir,2026-11-23,8000,Shopping | Heritage,English,4,Adventure,True
demo_user_0223,Warangal,Telangana,2026-12-24,25000,Food | Shopping,English,2,Balanced,True
demo_user_0224,Mangaluru,Karnataka,2026-09-25,10000,Nature | Culture,English | Hindi,4,Balanced,True
demo_user_0225,Thiruvananthapuram,Kerala,2026-10-01,15000,Culture | Shopping,English,2,Budget,True
demo_user_0226,Jodhpur,Rajasthan,2026-11-02,10000,Food | Culture,English,4,Budget,True
demo_user_0227,Guwahati,Assam,2026-12-03,15000,Shopping | Heritage,English,3,Balanced,True
demo_user_0228,Bhubaneswar,Odisha,2026-09-04,15000,Nature | Culture,English | Hindi,4,Comfort,True
demo_user_0229,Vijayawada,Andhra Pradesh,2026-10-05,8000,Shopping | Spiritual,English,3,Balanced,True
demo_user_0230,Coimbatore,Tamil Nadu,2026-11-06,15000,Spiritual | Culture,English,4,Comfort,True
demo_user_0231,Mumbai,Maharashtra,2026-12-07,8000,Nature | Culture,English,2,Comfort,True
demo_user_0232,Agra,Uttar Pradesh,2026-09-08,8000,Spiritual | Culture,English | Hindi,1,Balanced,True
demo_user_0233,Shimla,Himachal Pradesh,2026-10-09,10000,Culture | Heritage,English,3,Comfort,True
demo_user_0234,Amritsar,Punjab,2026-11-10,25000,Shopping | Culture,English,4,Comfort,True
demo_user_0235,Bengaluru,Karnataka,2026-12-11,15000,Photography | Adventure,English,3,Adventure,True
demo_user_0236,Ooty,Tamil Nadu,2026-09-12,25000,Shopping | Food,English | Hindi,1,Comfort,True
demo_user_0237,Nashik,Maharashtra,2026-10-13,25000,Heritage | Adventure,English,4,Balanced,True
demo_user_0238,Panaji,Goa,2026-11-14,3000,Shopping | Spiritual,English,4,Budget,True
demo_user_0239,Dehradun,Uttarakhand,2026-12-15,10000,Heritage | Spiritual,English,4,Comfort,True
demo_user_0240,Hyderabad,Telangana,2026-09-16,3000,Heritage | Culture,English | Hindi,1,Adventure,True
demo_user_0241,Hampi,Karnataka,2026-10-17,5000,Food | Nature,English,2,Budget,True
demo_user_0242,Munnar,Kerala,2026-11-18,10000,Spiritual | Adventure,English,4,Adventure,True
demo_user_0243,Udaipur,Rajasthan,2026-12-19,25000,Culture | Shopping,English,1,Balanced,True
demo_user_0244,Kolkata,West Bengal,2026-09-20,15000,Food | Nature,English | Hindi,1,Balanced,True
demo_user_0245,Leh,Ladakh,2026-10-21,5000,Nature | Food,English,1,Adventure,True
demo_user_0246,Visakhapatnam,Andhra Pradesh,2026-11-22,15000,Shopping | Adventure,English,4,Comfort,True
demo_user_0247,Chennai,Tamil Nadu,2026-12-23,25000,Photography | Shopping,English,1,Budget,True
demo_user_0248,Alappuzha,Kerala,2026-09-24,8000,Photography | Adventure,English | Hindi,1,Comfort,True
demo_user_0249,New Delhi,Delhi,2026-10-25,10000,Shopping | Adventure,English,4,Balanced,True
demo_user_0250,Manali,Himachal Pradesh,2026-11-01,25000,Food | Culture,English,1,Budget,True
demo_user_0251,Puri,Odisha,2026-12-02,25000,Adventure | Food,English,1,Balanced,True
demo_user_0252,Tirupati,Andhra Pradesh,2026-09-03,15000,Culture | Adventure,English | Hindi,1,Budget,True
demo_user_0253,Madurai,Tamil Nadu,2026-10-04,25000,Photography | Nature,English,2,Comfort,True
demo_user_0254,Pune,Maharashtra,2026-11-05,10000,Food | Adventure,English,1,Balanced,True
demo_user_0255,Varanasi,Uttar Pradesh,2026-12-06,15000,Food | Photography,English,3,Balanced,True
demo_user_0256,Rishikesh,Uttarakhand,2026-09-07,25000,Spiritual | Nature,English | Hindi,2,Budget,True
demo_user_0257,Ahmedabad,Gujarat,2026-10-08,10000,Nature | Food,English,1,Budget,True
demo_user_0258,Mysuru,Karnataka,2026-11-09,10000,Food | Shopping,English,1,Adventure,True
demo_user_0259,Kochi,Kerala,2026-12-10,8000,Food | Shopping,English,3,Comfort,True
demo_user_0260,Jaipur,Rajasthan,2026-09-11,25000,Shopping | Spiritual,English | Hindi,2,Balanced,True
demo_user_0261,North Goa,Goa,2026-10-12,3000,Culture | Nature,English,1,Comfort,True
demo_user_0262,Srinagar,Jammu and Kashmir,2026-11-13,8000,Shopping | Nature,English,3,Budget,True
demo_user_0263,Warangal,Telangana,2026-12-14,5000,Spiritual | Photography,English,3,Adventure,True
demo_user_0264,Mangaluru,Karnataka,2026-09-15,8000,Heritage | Culture,English | Hindi,4,Adventure,True
demo_user_0265,Thiruvananthapuram,Kerala,2026-10-16,25000,Culture | Heritage,English,1,Adventure,True
demo_user_0266,Jodhpur,Rajasthan,2026-11-17,25000,Food | Adventure,English,1,Adventure,True
demo_user_0267,Guwahati,Assam,2026-12-18,25000,Adventure | Nature,English,4,Balanced,True
demo_user_0268,Bhubaneswar,Odisha,2026-09-19,25000,Heritage | Food,English | Hindi,2,Balanced,True
